lang,id,time,subs
fr,z7sD1IU8UrE,7,jeune turc de 18 ans qui vient de s'engager avec Madrid jusqu'en 2029 et on va apprendre à mieux le connaître
fr,21l3Jw9X9bs,1,commencer par cette treizième étape du Tour de France 137 km de route de montagne entre Châtillon-sur-Chalaronne
fr,ixwwsKoKAAE,112,kilomètres en total silence donc la batterie permet de faire à peu près 30 km en totale furtivité acoustique et
fr,4HC5KxNXdcs,68,les écoles ferment les commerces ferment et la ville locale en disant il y a 350 personnes qui sont qui sont parties
fr,nHRHnEF3aQ8,211,avant je payais 50 30 ou 40 € maintenant je paye 150 euros le stockage d'eau est soumis à certaines
fr,0o4_-8LQOjk,122,j'aurais besoin que vous le disiez chacun votre tour vas-y Maxence 14 26 69 mais je vais vous demander de regarder
fr,rcv9fG9s1oY,140,couverture on a fait 1 truc très proche du 1 parce qu'on trouvait ça cool que soit dans la continuité vraiment qui a
fr,bLcgU2jSG7Q,96,autorités conseillent de limiter les déplacements entre 11 h et 18 h notamment pour les personnes les plus vulnérables
fr,u3FHIyo7g_I,25,il a attaqué dans la descente personne ne l'a revu à 22 ans il signe la plus belle victoire de sa carrière la
fr,TYLXhUO-vRc,221,tapissée de ces bombes et surtout il y en a statistiquement 5 15 20 % qui n'explosent pas et qui peuvent exploser
fr,F_3r8tttNOQ,92,rappel Mireille saccagevili était président de la Géorgie de 2004 à 2013 et le président
fr,3BpLF4P5_kg,168,de l'entraide à Gennevilliers et au Blanc-Mesnil dans le 92 enfin bonsoir Yannis roder figure familière de cette
fr,SGXZ1xuJMfM,84,pièce en vert vous pouvez apporter 1 petit cachet 1 petit côté 19101912 portée par une troupe délicieuse qui
fr,RlSygjQZdo4,156,le chemin ensemble il y a ça à pied ouais c'est 5 minutes à pied vraiment c'est très court faut savoir aussi moi
fr,WM3r8py6n2Q,331,"plus accommodant avec les Français aisés
les Français qui ont de l’argent. Pendant son  1 er mandat il a beaucoup allégé
leurs impôts leurs taxes. Il a par exemple supprimé l’ISF 
l’Impôt de Solidarité sur la Fortune. "
fr,tQ46LiwHGTY,62,l'international là aussi je vais citer quelques sondages qui le prouve en 2010 est le guide lonely planet et le los
fr,yUZmY4etXAg,182,[Musique] on est depuis 75 ans à l'époque on n'avait pas de douche on était
fr,r430S-p0B14,34,aujourd'hui Yuksel Yakout turc arrivait en France il y a 10 ans a subi 6 opérations et va bientôt en avoir une
fr,AzouicN6hRc,245,Temple on ne s'étonne plus désormais et l'on vend de l'audace fleurit en 140 dollars comme on le faisait de la serge
fr,e3UVC3_PC18,10,double grève exceptionnelle puisque la dernière remonte à 1960 oui 1 pour le premier jour de grève les acteurs
fr,rcv9fG9s1oY,48,[Musique] en place ça y est Blic volume 2 disponible dès maintenant à la
fr,h5h_z-0QUbY,172,humanitaire passera à plus de 150 millions de dollars contre 100 millions l'année dernière
fr,RHuDK_fYo08,192,ici c'est très jeune c'est à dire très jeune pour vous 18 20 ans en général pas de plus mais il arrive je suppose que
fr,V95ZQGHpWQg,254,[Musique] en 1909 il épouse une peintre américaine lui offre cet immeuble au
fr,fbT7hh6FDao,28,points derrière lui on trouve Bruno Le Maire avec 46 % de bonnes opinions le ministre de l'Économie passe de la
fr,bLcgU2jSG7Q,228,journaliste assassiné en à peine une semaine au Mexique le 8 juillet dernier le corps de Luis Martin Sanchez avait
fr,BWn0WvCxGSk,246,l'emplacement pour être placé dans le canon de 8 mètres de long alors une fois que l'obus est positionné dans la
fr,KB3_u5b-PIw,28,effectivement de bombarder la la centrale 5 juillet pourquoi parce que ça sonne comme la fin du délai pour que les
fr,EDCL3dLfs_4,71,"Ok super c'est quoi mon code ? - 2632
- Parfait. T’es la plus belle."
fr,T_fwki-srrw,209,installer ici c'était en 190 et 11 enfin 70 début 71 nous avons quand même calculé ce que
fr,3hrLrO93jpI,19,mai avec 2257 naissances en moyenne alors que le 25 décembre et la date la plus rare avec 1624 naissances en
fr,aCvuBZCHTg8,90,la carte de Barbie plein pot comme on dit la ligne 9 3 qui voilà problème voilà alors là qu'est-ce que cette
fr,UbFOU_XR85E,184,trouve il est pas sorcière la dinguerie 2019 c'est quoi ton jeu qui t'a construit c'est League of Legend
fr,chbN9UmOGIg,95,Espagne donc c'est une manière de rappeler je suis pas 100 % derrière Poutine en fait non c'est toujours le
fr,AzF2PNlc00o,96,"Parce que... Moi j'avais compris le Corgi. C'est con parce que j'ai mis 2 h
à le trouver ce con de chien ! Il y en a pas au marché du Corgi."
fr,2GQvyosGxeo,9,chaussures 1 fond de 154 millions d'euros il sera dédié jusqu'en 2028 ainsi vous pourrez percevoir une aide
fr,dHqmN-5jVKY,110,responsable aussi depuis combien de temps ça fait 4 ans que je suis responsable sinon ça fait une dizaine
fr,Pm5YgreVHaM,9,maudit le Premier ministre indien qui venait célébrer le 25e anniversaire du partenariat stratégique entre nos 2
fr,dHqmN-5jVKY,135,ok c'est quoi le prix d'une bière 1 demi blonde 350 allez on peut faire rentrer le serveur suivant non mais
fr,ixwwsKoKAAE,81,lithium fer et phosphate c'est la formule 1 électrique c'est des voitures de course l'avantage de ces batteries là
fr,gA8l8VfSc80,157,commence par 1 flash-back souvenez-vous c'était il y a exactement 87 jours nous étions donc le 17 avril 2023 le
fr,oFqNU-XI3-k,72,pris 1 petit ascendant mais prend 1 ascendant sur des sprints de 500 mètres il va falloir voir comment il va
fr,THCBt21chk0,2,année par la patrouille de France qui fête ses 70 ans suivi par 4 rafales dont 3 de Lilian Air Force l'Inde le
fr,eVbb8wS7VUw,11,cas ce qu'affirme le gouvernement en 6 mois ce sont 5 millions de trajets qui ont été effectués en covoiturage c'est
fr,bCPsWVBZU40,52,alors le ministère italien de la Santé a émis 1 bulletin d'alerte au niveau 3 le plus élevé il indique des conditions
fr,EDCL3dLfs_4,139,"Du lancer de riz 
mais n'importe quoi. J'ai 100 fois mieux que ça. - Ok
- Vous allez être beaux."
fr,xzhJrw2wsbk,1,nos exportations d'armes font donc vivre quelques 165000 salariés en France 1 commerce de
fr,uZoXmFGfNx0,10,contextes des meutes à l'occasion de la fête nationale de l'année dernière 807 individu avait été interpellé
fr,C16agsUC8yw,79,pièce principale tout en marbre elle fait au moins 100 mètres carrés plusieurs mètres de hauteur sous plafond
fr,SNvGEoZMtGw,75,jusqu'à 6 mois d'emprisonnement et 150000 € d'amende Mathieu est rare est administrateur en chef des affaires
fr,c87fB54xbR0,27,par une chanson le succès mondial je t'aime moi non plus sorti en 1969 après s'être séparé Jane Birkin va
fr,7RSBg_Tm8Tg,31,de la Haute-Normandie tellement mythique que l'année dernière encore 15 millions de visiteurs les ont arpentés en cause
fr,l-yJ3-qPmPQ,135,sportifs et c'est sans doute cela qu'il a payé très cher parce que ce 11 juillet 1 homme l'attend tout près de son point
fr,nvwQ2b_WFiE,50,chauffage l'agriculture en France on estime qu'entre 48000 et 100000 personnes meurent de cette pollution
fr,H3-f6kjZ2wI,95,les jeux olympiques c'est seulement 2 ans plus tard en 64 à tokyo qu'ils auront lieu c'est 1 bon objectif ambre
fr,-2xrBUIqhrg,32,France avancent que l'achat presque finalisé de 26 avions de combat Rafale et de 3 sous-marins devraient
fr,EF9PpGFHCLM,43,parfois je calcule en 2050 ma fille aura 35 ans mon fils 29 autrement dit ils seront plus jeunes que moi aujourd'hui
fr,AIxyRwkCpnU,167," émeutiers. 
 - Quand on laisse 1 gamin de 15  ans dehors à 2 h du matin par une 
 nuit d'émeutes on doit voir sa  responsabilité engagée. 
 - Pour le Rassemblement National "
fr,2V0rheFvjes,205,mais sauf que quand on demande aux jeunes donc les 18 24 ans ben c'est plus du tout le cas il y a une chute
fr,7bTQRjbLqSc,203,"J’ai plusieurs bonnes nouvelles
pour vous remonter le moral. La 1ère c’est que vous pouvez
très bien utiliser une langue même si vous n’avez pas
1 tel niveau de «maîtrise»."
fr,u3FHIyo7g_I,44,perdre gros ce soir et Romain Bardet qui était 12e ce matin a chuté l'Auvergnat sonné et contraint à l'abandon merci
fr,VwsfafPUm44,21,juillet non salut le 14 juillet est une fête qui est attendue par tous les Français c'est
fr,F_3r8tttNOQ,31,ressemblait avant l'ex dirigeant de 55 ans faisait près de 115 kg avant son arrestation une selon ses proches et
fr,2p-AWzzRW9I,103,dans sa globalité est responsable de 25 % des émissions de CO2 mais si on regarde les émissions par voyageur et par qui le
fr,nHRHnEF3aQ8,207,peur de manquer d'eau avant je payais 50 30 ou 40 € maintenant je paye 150 euros
fr,w4GFktvtuP8,169,dernière au PSV pour Chavis Simons 22 buts et 12 faces des c'est le meilleur buteur de du championnat comme meilleur
fr,lyCqWQvRezs,166,son armée une enveloppe de 413 milliards d'euros a été voté jusqu'en 2030 40 % d'augmentation une hausse inédite
fr,ABBu01LDb8M,39,sur le covid en fait on a commencé avec 50000 euros pour les prestataires et il s'est monté comme ça et le total des
fr,-wwAQOFPomw,4,côté de toi bienvenue à tous on est là 17 h30 17 h43 1 peu retard ma faute je prends toutes
fr,lPjdBZGwd1A,85,km de la frontière sud de l'Ukraine et environ 600 km du front que produit MK des bombes des roquettes des grenades
fr,C5xTXP-OQSM,116,je pense que peut-être justement en 2017 il est encore 1 très bon niveau il n'est pas sur la pente descendante
fr,rGQkDWiypf0,8,et que Moscou finira par négocier 500 millions d'euros pour produire plus de munitions le Parlement européen
fr,vcnaO2IwzQ0,174,cette année l'1 de tes invité d'honneur du 14 juillet de la France pays marqué par les récentes émeutes qui ont
fr,qZ7JTYdZ2QQ,40,qu'on se repose 1 peu on mérite chaque année on loue des campings 4 étoiles avec piscine et tout ce qui suit après
fr,K7aPM9vMXuQ,35,l'Est je vous redonne exactement sa citation plus de 180000 soldats déployés à travers ma zone de
fr,pY1Tt7hioRM,23,prestations de cette nature disons stratégique entre 2017 et 2021 rapports du Sénat donné lieu ensuite à une
fr,zIgujFBXlZc,196,d'unification de la tarification déjà avant 9 h et après 17 h avec 1 billet de seconde on peut avoir accès au premier
fr,aTsJpaPczzY,68,le depuis 2013 une loi interdit des gens en Russie la propagande de relations
fr,FSRFu8nn3TY,5,tout simplement de famille assiste également à ce défiler du 14 juillet pour apercevoir donc les militaires et
fr,gA8l8VfSc80,37,tout à l'heure dans la deuxième partie mais on commence ce soir avec les 100 jours c'est le calendrier que c'était
fr,wF7xBMRhvpI,33,format je veux dire qui est 1 peu différente avec 18 clubs avec 3 clubs qualifiés plus sains en Ligue des
fr,lJVYnEt1iN4,20,qui est dévoré par les camions et les marchandises 5000 tonnes par jour de nourriture pour la ville dans 20 ans
fr,n_6Rb5g-de4,46,"et je les mets
sur ma plaque de cuisson. Je dispose 200 g
de tomates cerises et je garde 100 g"
fr,2p-AWzzRW9I,146,être rejeté dans l'atmosphère d'ici 30 ans en 2021 la TAG lears transport action Group qui réunit tous les acteurs
fr,MJqGo-ydzcg,157,réparabilité le gouvernement espère atteindre 1 taux de réparation de 60 % en 2026 pour aider les ménages 1 bonus
fr,-JHYcePkkBM,7,[Musique] 83 sur RMC et BFM TV bonjour Jordan Bardella bonjour Merci d'être dans ce
fr,qFhktcyVLXM,49,1 petit peu plus importante 1700 mètres c'est au sud de Orif et comme ils disent c'est dans le cadre de
fr,pZGLKMNklzQ,135,c'est vrai que on le voyait plus le plus petit presque 6 mois qu'on l'a pas vu hein
fr,XHG5WsM2wXs,84,c'est précisément aux halles du poisson où nous vous convions hier vers 16 h à Lorient Concarneau Boulogne La Rochelle
fr,IXB_2VHDyE4,24,16 jours et ce n'est pas fini aujourd'hui on attend au moins 47 degrés la ville a ouvert des centres de
fr,l-yJ3-qPmPQ,92,bientôt se passe hier justement à Krasnodar Krasnodar vous l'avez 17 ans Russie c'est à 200 km de la Crimée à 250 
fr,JvTTQSq4yxc,133,entreprises de plus de 1000 salariés et moins de 20 % dans celle de moins de 50 salariés et le gouvernement il veut
fr,lmB4_crlLF0,18,[Musique] ukrainienne a perdu 20 % de son armement depuis le début de la contre-offensive
fr,_3VHRB_Y3oc,139,syndicale des buralistes 250 le chiffre qu'on a retenu d'après Bruno Le Maire 23234 bureaux de tabac ciblé dans le pays
fr,THCBt21chk0,14,Champs-Élysées la quatrième armée mondiale célèbre ses 25 ans de partenariat stratégique avec Paris
fr,uyU9LFoqNK0,60,truc là a vu le jour alors faut savoir que dans les années 70 c'est le moment où les festivals ça devient
fr,tUnQaDgM8xM,18,pour célébrer les 80 ans de la résistance donc à la fois les 80 ans de la médaille de la Résistance mais le
fr,UbFOU_XR85E,213,as dit sur ce chat en 2019 sale bâtard puis à 2 h24 best ta grosse daronne la
fr,thLzv43YoI8,168,"Celui qui trouve
pourra me suivre... - 12 . C'est Imhotep 12 .
- Mais non ! Le mystère ! Il faut garder le mystère."
fr,tKYTozRIvRk,144,idée ce que l'on sait c'est que parmi ces 6 joueurs il y a 2 nouvelles recrues ce qui est quand même une
fr,CKcWejEgwxA,18,d'évaluation des choix scientifiques et technologiques faites ces 40 ans c'est 1 organe commun aux 2 chambres du
fr,K7aPM9vMXuQ,10,bombardements russes à soumis dans le nord-est de l'Ukraine 180000 soldats russes Benjamin sur le front
fr,Wd5fQbDigAo,134,sur la route depuis la somme Arthur est en place comme lui 400 spotteurs sont venus du monde entier pour tenter
fr,GdT3ybsk96Q,205,dédoublement le dédoublement des classes de CP de C1 de grande section ça a été les colos apprenantes ça a été les 12 
fr,EF9PpGFHCLM,73,précédentes en partie c'est moi 2 chiffres par exemple en France 86 % des étudiants se disent inquiets de la
fr,ebdEnpFgXdI,52,"17 ans de victoires ! T'as 17 ans ?
Tu les fais pas du tout. C'est parce que j'ai encore
1 œil valide."
fr,sgQVAqwnwE8,23,d'1 bonus réparation textile il devrait être lancé dès l'automne 2023 dans 500 boutiques cordonnerie et retoucheries
fr,wZexjzIi6aE,90,Nathalie Limas en 2019 de Christophe déjà en 2021 Bricout Descamps mais également au projet de loi de
fr,hAKdXopG31M,141,envoyés ça veut dire que globalement en 10 minutes toute la région se retrouve couverte de ballon multicolore y compris
fr,3j1xwKv0aqE,154,d'accord mais une fois disons à l'époque et 10 ans de ça d'accord c'était bon maintenant c'est
fr,JvTTQSq4yxc,86,tous les collaborateurs en 2021 39 % des salariés en ont bénéficié pour 1 montant moyen de 1500 
fr,bmCBvw4Kvc4,85,que le thermomètre pourrait dépasser les 48 degrés la semaine prochaine les précisions de Geoffrey Branger
fr,kh0h4hMdUU8,0,2 semaines après les émeutes qui ont secoué la France les festivités du 14 juillet se déroulent sous très haute
fr,nHRHnEF3aQ8,169,plus de 135000 personnes vont être coupées en eau 7 jours sur 7 de 16 h à 8 heures le lendemain personne ne connaît
fr,5rxAl41vvGk,20,connaît tous la célèbre de chevaux et bien 30 millions d'amis à trouver dans Paris 1 équipage extraordinaire la
fr,dWbPdqns5Xk,47,[Musique] je vais rappeler les règles 4 vagues de 3 personnes qui ont supposément la
fr,N-TCJquxeFk,239,disponible sur le marché actuellement et c'est cette vidéo remboursé pendant 30 jours moi je rejoins Léna et on va
fr,lJVYnEt1iN4,4,ressemblait à ça 1 marché aux volaille géant retour dans les années 60 les Halles de Paris accueillent 1
fr,MZfNtSMH-os,52,progression 21 ans attaquant belge qui a Camille qui a mis 21 buts en Ligue 1 c'est pas ça doit pas aujourd'hui pour
fr,AzouicN6hRc,66,[Musique] de la file des voitures de 4 saisons [Musique]
fr,YBLFKAnjncM,151,sociétés de 333 à 25 % donc on a oublié de près de 10 points nous avons tenu parole avec le président de la
fr,VFE-IyCtq8U,133,j'avais pas été impressionné parce que j'avais vu sur ce match là il a 14 ans il le met il jouait vraiment du monde il
fr,6tptzgWyido,72,annoncer la modification de la loi de 2017 annoncer le retour de la police de proximité et mettez en place
fr,R_iGAlNrByM,57,soit garantie à ceux qui n'ont rien devenus le RSA en 9 il est le dernier filet de sécurité contre la pauvreté le
fr,wSm0KMA-65o,154,voilà mais ça c'est pas à la naissance enfin troisième différence entre 2023 et 2005 et bien c'est justement qu'avant
fr,THCBt21chk0,6,fête ses 70 ans suivi par 4 rafales dont 3 de Lilian Air Force l'Inde le pays le plus peuplé de la terre est à
fr,9TLxoWYOgpM,108,alors 82 beaucoup de messages traumatisés par la finale perdu contre le Portugal Euro
fr,xlCyVwCXbBU,14,mais il aurait agi au Maroc lorsqu'il était PDG du groupe Assu 2000 et se rendait régulièrement dans le royaume
fr,Mm0ZOPZYmok,107,contre-offensive ukrainienne tant annoncé après plus de 500 jours de combat chacun campe sur ses positions
fr,7CW0F-YnMd0,197,nageurs de combat une réflexion qui aboutit en 1952 à la création du commando uber accord d'élite de nageurs
fr,jcTqsmseoDA,30,première vidéo qui a lancé la trend a fait plus de 300 millions de vues et 20 millions de j'aime rien que ça depuis de
fr,X706DWkvc5o,114,le bêtisier des rémoises les patinages séparation et après je l'attends 4 à 13 ans sympathique ça fait plaisir au mieux
fr,YJcLMJWMld8,62,"Elles sont portées par
des célébrités comme Pourtant c'est une marque
qui existe depuis moins de 20 ans et qui a été créée par
2 outsiders "
fr,zZwOU-7QGZ4,41,oublier le feu d'artifice feu d'artifice 13 sincèrement magnifique ils ont adoré non franchement
fr,YBLFKAnjncM,148,baissez par exemple l'impôt sur les sociétés de 333 à 25 % donc on a oublié de près de 10 points nous avons tenu
fr,CmgyUYCibwA,92,cette date qu'est le j'ai oublié je vais pas faire genre après plus de 600000 mails envoyés on a réussi le circuit
fr,FKQIrSL9Kmc,150,avril 2019 et puis deuxième question à propos justement de la loi du 10 avril 2019 le Conseil constitutionnel a fait
fr,r430S-p0B14,247,bûcheron discothèque le comédien de 55 ans est mise en examen pour homicide et blessures involontaires
fr,bDqNQEmEpB0,305,"Mais après la 2 nde Guerre mondiale
le vent a commencé à tourner. Eh oui dans les années 50 Biarritz attire
de moins en moins les célébrités elle a l’image d’une station balnéaire démodée pour vieux bourgeois."
fr,V0ZhoGKKr2Q,140,progressive et pour certains d'entre eux si nous commençons par 5 heures 8 heures 10 heures ça sera très certainement non
fr,aGcD_UfV8Qs,79,milice Wagner cette charte attention elle date du premier mai 2014 apparemment donc l'année de la création
fr,U2IeWq7VVEk,57,soumises à l'article 40 de la Loi de 18 81 sur la liberté de la presse c'est le point de crispation pour chaque cas il y
fr,fhjQZMc9L0Q,90,force de police de gendarmerie sapeurs-pompiers on parle de 130000 personnes pour ces 2 jours avec des
fr,7Z3mZUsMm38,146,les tickets Red Bull c'est à chaque fois donc voilà là à 18 h il faut faut rappeler qu'il a il a entraîné Salzburg
fr,jnofiNaGtAM,172,toute une attaque à reconstruire en fait ah oui et on rappelle que là 8 juillet Alexis Sanchez est libre juste pour
fr,dMMo4QaoVZo,143,"C'est très tentant j'avoue
mais non. KB-28
je vais vérifier ton histoire. Ma machine à voyager est
dans mes quartiers suis-moi."
fr,l5m_C3WP9nU,62,aimer c'est parti Arnaud n'est donc dans les années 1950 en Allemagne de l'Ouest il vient Berlin dans une famille
fr,yUZmY4etXAg,372,bonjour bonjour 3 places 3 shampoings [Musique]
fr,jCq97tHM7NA,47,d'État la défense indienne a approuvé la chatte de 26 avions rafales nombre de militants des droits de l'homme sont
fr,WSDXwXL1A5U,18,la Tchèque Market à vendre ou sauva en 7 6 4 6 4 jamais une joueuse non tête de série n'avait gagné le titre et même si
fr,OTYurfV-9QU,27,plusieurs centaines de Cérès avait été mobilisés on parle de 500600 personnes ont été interpellées interpellation pour
fr,8tp83Ar-Xf0,43,Tunisie selon les autorités italiennes près de 75000 migrants ont débarqué en Italie depuis début 2023 2 fois plus
fr,V0ZhoGKKr2Q,114,une forme d'illustration si nous écrivons dans la loi 15 heures minimum que se passe-t-il s'il y a 1 ou 1 OS
fr,ABBu01LDb8M,150,vous ah non je pense pas du tout déjà 100 jours moi je me dis c'est 1 début de quinquennat de premier quinquennat
fr,_lfxXV_h5Fc,40,pour dynamiser numériser vers dire leurs économies à hauteur de 800 milliards d'euros résultat ce sont les pays du Sud
fr,F_3r8tttNOQ,157,prison par contumace quand il décide de revenir en octobre 2021 pour relancer sa carrière politique il est aussitôt
fr,2Hdq0ygBuic,126,qui est considéré comme inclassable par sac en génécité ensuite la catégorie 4 ou c'est très clair que ça n'est pas
fr,6dgLYTurZcQ,-1,expert estime qu'elle le record absolu de 488 degrés de l'année dernière à Syracuse pourrait bien être battue
